위스키명,증류소,지역,도수,캐스크,맛_노트,스토리,출처,수집일
시바스리갈 25년 700ml,시바스 브라더스,스코틀랜드 스페이사이드,40%,최소 25년 숙성 · 아메리칸·유러피언 오크 캐스크,"몰트와 베리·감초·라즈베리·달콤한 오트밀 향에 오렌지·복숭아·마지팬·견과류가 어우러진 풍성한 향. 입에서는 부드럽게 시작해 우아한 토피와 버터, 초콜릿 오렌지, 퐁당 크림 같은 부드러움이 빌드업되고, 버터스카치의 둥글고 호화로운 여운으로 마무리된다.","1909년 처음 선보인 시바스 25년은 시바스 리갈 명성의 출발점이 된 럭셔리 블렌드로, 2007년 마스터 블렌더 콜린 스콧이 옛 레시피를 복원해 재출시했다. 최소 25년 이상 숙성한 몰트·그레인만을 결혼시킨 한정 수량 프레스티지 보틀로, 짐 머리 위스키 바이블에서 블렌디드 스카치 부문 올해의 술로 선정된 이력이 있다.",Chivas 공식·The Whisky Exchange·Caskers (2026-06-25 리서치),2026-06-25
시바스리갈 13년 Sherry Cask 1000ml,시바스 브라더스,스코틀랜드 스페이사이드,40%,13년 숙성 후 올로로소 셰리 캐스크 셀렉티브 피니시(익스트라 13),"잘 익은 배·멜론, 크리미한 토피, 밀크초콜릿에 계피·생강 힌트의 과일 향. 입에서는 시럽에 졸인 배, 크랜베리·라즈베리 같은 붉은 베리, 계피 사과파이, 토피소스와 바닐라가 부드럽게 퍼지고, 가죽 같은 드라이함이 도는 미디엄 단맛 피니시로 마무리된다.","시바스 익스트라 13 시리즈 중 올로로소 셰리 캐스크에서 추가 숙성한 셰리 캐스크 셀렉션으로, 깊은 향과 풍부한 과일·단맛이 특징이다. 면세·트래블 리테일에서 흔히 보이는 1L 사양이다.",Chivas 공식·Whisky Magazine·Distiller (2026-06-25 리서치),2026-06-25
시바스리갈 Icon 700ml,시바스 브라더스,스코틀랜드 스페이사이드,43%,20여 종 희귀 원액 블렌딩(일부 폐쇄된 '고스트' 증류소 원액) · 아메리칸·유러피언 오크,"흐르는 꿀, 잘 익은 배, 다크초콜릿, 오렌지 퐁당 크림의 깊고 풍성한 향. 입에서는 달콤한 오렌지, 시럽에 졸인 복숭아, 풍부한 바닐라가 헤이즐넛의 고소함과 완벽히 균형을 이루고, 길고 호화로운 단 여운으로 마무리된다.","시바스 리갈의 최상위 프레스티지 블렌드로, 폐쇄된 '고스트' 증류소 원액을 포함한 20여 종의 희귀 위스키를 결혼시켜 만든다. 다팅턴 크리스탈 장인이 손으로 불어 만든 디캔터에 담겨, 한 세기 전 상류사회를 사로잡은 시바스의 그린 보틀을 오마주한 한정판이다.",Chivas 공식·The Whisky Exchange·HTFW (2026-06-25 리서치),2026-06-25
글렌피딕 23년 그랑크뤼 슬림팩 700ml,글렌피딕 (Glenfiddich),스페이사이드,40%,"아메리칸·유러피언 오크 23년 숙성 후 희귀한 프랑스 퀴베(cuvée, 샴페인용) 캐스크에서 약 6개월 추가 피니시","사과꽃·갓 구운 빵·설탕에 절인 레몬 향. 입안에서 진한 바닐라 오크·스위트 브리오슈·샌들우드·서양배 셔벗·청포도가 펼쳐지고, 길고 호화로우며 달콤한 피니시로 마무리된다.","글렌피딕 그랑크뤼(Grand Cru)는 샴페인(스파클링 와인) 양조에 쓰인 희귀한 프랑스 퀴베 캐스크에서 약 6개월 추가 피니시한 23년 표현으로, 축하주를 콘셉트로 한 프리미엄 라인이다. '슬림팩'은 면세/선물용 슬림 패키지 사양(원액 동일).",공식 glenfiddich.com · Drinkhacker · Scotch&Sheen (2026-06-26 리서치),2026-06-26
시바스 리갈 18년 포이약 와인 캐스크 피니시 1000ml,시바스 브라더스,스코틀랜드 스페이사이드,48%,18년 숙성 후 프랑스 포이약(보르도) 와인 캐스크 풀 피니시,"잘 익은 라즈베리 쿨리와 신선한 바닐라 향. 입에서는 수제 블랙커런트잼, 레몬커드, 스파이스 자두, 졸인 배가 펼쳐지고, 길고 달콤하면서도 복합적인 스파이시한 여운으로 마무리된다.","마스터 블렌더 샌디 하이슬롭이 18년 숙성 블렌드를 보르도 포이약 지역의 프리미엄 와인 캐스크에서 추가 숙성한 울티밋 캐스크 컬렉션. 글로벌 트래블 리테일(면세) 전용 출시 제품으로, 본 행은 GTR 1L 사양(700ml 자매 표기와 동일 원액).",The Whiskey Wash·Moodie Davitt·HTFW (2026-06-09 리서치 · 700ml 자매 보틀 기준),2026-06-26
기원 해 700ml,쓰리 소사이어티스 증류소 (Three Societies · Ki One),대한민국 (경기 남양주),공식 미확인 (불명 · 과신금지),면세 전용 '해·달·별' 라인이라 캐스크 사양 미공개(불명). 기원 코어 라인은 통상 버진 아메리칸 오크·엑스버번·STR/와인·셰리 캐스크를 사용하고 한국 기후로 빠르게 숙성한다.,공식 맛 노트 미공개(불명). 기원 코어 라인 경향은 바닐라·캐러멜·꿀 등 버진오크 단맛 기반이나 '해' 개별 노트는 불명.,"'해'는 기원의 면세 전용 '해·달·별' 라인 중 하나로, 국내 정식 시그니처 라인(호랑이·독수리·유니콘)과는 별개의 면세 전용 제품이다. 기원은 한국 최초 상업 싱글몰트 증류소로 2020년 남양주에서 가동했고 마스터 디스틸러 앤드류 샌드·창업자 도정한이 주도한다. (면세 전용이라 도수·캐스크 등 사양 일부 불명)",신라면세 기원 브랜드관(shilladfs.com) · 듀티풀(dutyful.co.kr) · threesocieties.co.kr (2026-06-26 리서치),2026-06-26
기원 달 700ml,쓰리 소사이어티스 증류소 (Three Societies · Ki One),대한민국 (경기 남양주),공식 미확인 (불명 · 과신금지),면세 전용 '해·달·별' 라인이라 캐스크 사양 미공개(불명). 기원 코어 라인은 통상 버진 아메리칸 오크·엑스버번·STR/와인·셰리 캐스크를 사용하고 한국 기후로 빠르게 숙성한다.,공식 맛 노트 미공개(불명). 기원 코어 라인 경향은 바닐라·캐러멜·꿀 등 버진오크 단맛 기반이나 '달' 개별 노트는 불명.,"'달'은 기원의 면세 전용 '해·달·별' 라인 중 하나로, 국내 정식 시그니처 라인(호랑이·독수리·유니콘)과는 별개의 면세 전용 제품이다. 기원은 한국 최초 상업 싱글몰트 증류소로 2020년 남양주에서 가동했고 마스터 디스틸러 앤드류 샌드·창업자 도정한이 주도한다. 동일 라인 기프트팩 표기 기준 약 35% 소매 리스팅이 있으나 공식 미확인. (면세 전용이라 사양 일부 불명)",신라면세 기원 브랜드관(shilladfs.com) · 듀티풀(dutyful.co.kr) · threesocieties.co.kr (2026-06-26 리서치),2026-06-26
탐나불린 올로로소 1000ml,탐나불린 (Tamnavulin),스페이사이드,40% (글로벌 트래블 리테일/면세 기준 · 일부 시장 43%),아메리칸 엑스버번 배럴 숙성 후 올로로소 셰리 캐스크 피니시 · NAS · 면세 전용(Travel Exclusive) · 1L 용량,"흑설탕·진저스냅·시나몬롤·라즈베리잼·토스티드 몰트의 향. 입안엔 페이스트리·허니콤·크리스마스 케이크·말린 살구·시트러스 필·바닐라가 이어지고, 토피와 과일의 오일리한 질감에 짧고 달큰한 오크·스파이스 피니시.","탐나불린은 1966년 설립된 스페이사이드 증류소로 가볍고 부드러운 하우스 스타일이 특징이다. 올로로소 캐스크 에디션은 글로벌 트래블러를 위해 면세 전용으로 출시된 NAS 표현으로, 버번 숙성 원액을 올로로소 셰리 캐스크에 피니싱해 말린 과일과 스파이스를 더했다. 1L는 면세 전용 용량.",공식 tamnavulinwhisky.com · Whisky.com · Whiskybase (2026-06-26 리서치),2026-06-26
브룩라디 옥토모어 14.4 700ml,브룩라디 (Bruichladdich) · 옥토모어,스코틀랜드 아일라 (Islay),59.2%,5년 숙성 · 콜롬비아 버진 오크(라이트~인텐스 차링 다양) 단독 숙성 · 100% 스코틀랜드 본토 콘체르토 보리 106PPM · 논칠필터·무착색,"마른 흙내 피트 스모크와 차드 오크, 그 사이로 요오드. 복숭아·망고·패션프루트·페어드롭의 트로피컬 프루트에 콜롬비아 버진오크의 바닐라·코코넛·따뜻한 커스터드 단맛. 입안은 따뜻하고 부드러우며 차드 오크·피트 스모크가 사과·배와 균형을 이루다 우드 스파이스·아로마틱 블랙페퍼로. 바비큐 스모크와 단맛이 어우러진 긴 피니시.","브룩라디의 슈퍼 헤비 피트 싱글몰트 옥토모어 14 시리즈의 '.4' 버진오크 에디션 '디 임파서블 이퀘이션(The Impossible Equation)'. 2017년 증류(2016 수확분)해 콜롬비아 버진 오크에서만 5년 숙성, 106PPM·59.2%로 2023년 11월 출시. 캐스크스트랭스에 가까운 도수에도 의외의 우아함·복합미를 표방하는 것이 옥토모어의 정체성.",공식 bruichladdich.com · Two Whisky Bros · Whiskybase (2026-06-28 리서치),2026-06-28
이에이치 테일러 스몰배치 750ml,버팔로 트레이스 (Buffalo Trace),미국 켄터키,50% (100 proof · Bottled-in-Bond),신축 차링 아메리칸 화이트 오크 버번 캐스크 · 테일러가 지은 100년 된 워런하우스 C 숙성 · 칠필터 · 단일 증류시즌 4년 이상(BiB),"캐러멜콘·버터스카치 향. 입안은 말린 과일·은은한 리코리스에 부드러운 질감, 후추·담뱃잎의 절제된 스파이스. 바닐라 파운드케이크·블랙체리·다크 레드프루트가 이어지고, 혀끝의 크리미함이 입 뒤쪽으로 퍼지는 스파이스와 가슴이 따뜻해지는 긴 피니시로 마무리.","버번 산업의 '아버지'로 불리는 에드먼드 헤인스 테일러 주니어 대령(Col. E.H. Taylor Jr.)을 기리는 버팔로 트레이스의 프리미엄 라인. 테일러가 직접 지은 100년 된 석조 워런하우스에서 숙성하고, 단일 증류시즌·단일 증류자가 만든 술만 100proof로 병입하는 Bottled-in-Bond(1897년 보틀드인본드법) 켄터키 스트레이트 버번. 통상 7~8년 숙성분으로 알려져 있으며 병입 전 칠필터.",공식 buffalotracedistillery.com · Sazerac · The Bourbon Culture (2026-06-29 리서치),2026-06-29
더 글렌리벳 Grounbreaker Collection 700ml,더 글렌리벳 (The Glenlivet),스코틀랜드 스페이사이드,40%,유러피언 오크 + 아메리칸 오크 숙성 후 차콜드 아메리칸 오크 + 유러피언 레드와인 캐스크 피니시 · 트래블 리테일 전용,블루베리·카라멜라이즈드 페어·커스터드·파인애플·버터스카치·스파이스 향. 차콜드 레드프루트와 부드러운 사과·배 과실이 고전적인 글렌리벳 특유의 부드럽고 꽃향기 어린 스피릿에 층을 더한다.,"더 글렌리벳 그라운드브레이커(Groundbreaker) 컬렉션은 트래블 리테일 전용 리미티드 에디션 시리즈로, 여행을 통해 자신의 예술 분야에서 새 기준을 세운 창의적 예술가들과의 콜라보레이션을 기념한다. 챕터 1은 레드 홍 이(Red Hong Yi) 아티스트와의 협업으로 탄생했다. 유러피언·아메리칸 오크 숙성 후 차콜드 아메리칸 오크·레드와인 캐스크 피니시로 마무리한다. (신라면세 리스팅 표기는 Grounbreaker이나 정식 명칭은 Groundbreaker)",The Glenlivet 공식 theglenlivet.com · Whisky Magazine · thewhiskyworld.com (2026-06-30 리서치),2026-06-30
우드포드 리저브 더블 오크 1000ml,우드포드 리저브 (Woodford Reserve),미국 켄터키,45.2%,1차 차콜 처리 오크 배럴 숙성 후 딥 토스트·라이트 차 2차 오크 배럴 추가 숙성 (Double Oaked),다크 프루트·카라멜·꿀·초콜릿·마지판의 달콤한 아로마. 풀바디의 바닐라·다크 카라멜·헤이즐넛·사과·스파이스가 어우러지고 길고 크리미하며 꿀사과 향의 피니시.,우드포드 리저브 증류소는 1812년 가동을 시작해 Brown-Forman이 소유한 켄터키 버사이유 소재 증류소다. 더블 오크는 두 번의 서로 다른 오크 배럴을 거쳐 기존 버번보다 풍부하고 부드러운 오크 캐릭터를 구현한 익스프레션으로 2023년 샌프란시스코 세계 스피리츠 경연대회 더블 골드 메달을 수상했다.,공식 woodfordreserve.com · en.wikipedia.org (Woodford Reserve) (2026-07-06 리서치),2026-07-06
더 글렌그란트 16년 1000ml,글렌그란트 (Glen Grant),스코틀랜드 스페이사이드 로시스,43%,아메리칸 오크 엑스-버번 캐스크 + 유러피언 오크 엑스-셰리 캐스크 혼합 숙성,신선한 사과·배·바닐라·크림 아로마. 건포도·무화과·다크 초콜릿·오렌지 제스트·부드러운 스파이스의 팔레트. 달콤한 오크와 드라이 프루트의 미디엄 롱 피니시.,1840년 존·제임스 그랜트 형제가 설립한 스페이사이드 증류소로 2005년 캄파리 그룹이 인수했다. 탈 나선형 스틸과 정류기(purifier)로 맑고 신선한 스피릿을 만들며 이탈리아에서 가장 많이 팔리는 싱글몰트 스카치로 알려져 있다. 16년은 2023년 라인업 재정비 시 포함된 숙성 연수 표기 익스프레션이다.,en.wikipedia.org (Glen Grant distillery) (2026-07-06 리서치),2026-07-06
더 글렌그란트 13년 1000ml,글렌그란트 (Glen Grant),스코틀랜드 스페이사이드 로시스,46%,아메리칸 오크 엑스-버번 캐스크 + 유러피언 오크 엑스-셰리 캐스크 혼합 숙성 · 비냉각여과(Non Chill-Filtered),꿀·청사과·살구·가벼운 스파이스 아로마. 열대과일(망고·파인애플)·크림 토피·오렌지 마멀레이드·부드러운 오크. 달콤하고 깔끔하며 과일 풍미 지속하는 피니시.,글렌그란트 13년은 2023년 라인업 재정비 시 도입된 신규 숙성 연수 표기 익스프레션이다. 비냉각여과 처리로 오일리한 질감과 풍미를 그대로 보존하며 증류소 특유의 탈 스틸과 정류기 설계가 만드는 맑고 신선한 캐릭터가 중심이다.,en.wikipedia.org (Glen Grant distillery) (2026-07-06 리서치),2026-07-06
더 글렌그란트 오로라 1000ml,글렌그란트 (Glen Grant),스코틀랜드 스페이사이드 로시스,40%,NAS(No Age Statement) · 아메리칸 오크 엑스-버번 캐스크 + 유러피언 오크 엑스-셰리 캐스크 혼합 숙성,바닐라·달콤한 사과·복숭아·은은한 꽃향 아로마. 크리미한 바닐라·복숭아 잼·가벼운 스파이스·캐러멜. 부드럽고 달콤하며 깔끔한 피니시.,2023년 10월 글렌그란트 핵심 라인업 재정비와 함께 출시된 NAS 익스프레션이다. '오로라(새벽녘 빛)'라는 이름처럼 밝고 접근하기 쉬운 스타일을 목표로 하며 위스키 입문자를 포함한 넓은 소비자층을 겨냥했다. 글렌그란트의 청명하고 신선한 스타일을 기반으로 달콤하고 부드러운 특성을 강조했다.,en.wikipedia.org (Glen Grant distillery) · prnewswire.com (2023 launch) (2026-07-06 리서치),2026-07-06
